Instrument,Account,Market pos.,Quantity,Entry price,Exit price,Entry time,Exit time,Profit,Commission
GC 03-25,SIM101,Short,2,5041.06,4961.8,2025-01-08 03:22:00,2025-01-08 04:31:00,115.19,8.36
CL 03-25,SIM101,Long,2,5007.13,5043.79,2025-01-08 07:35:00,2025-01-08 08:58:00,-384.53,8.36
NQ 03-25,SIM101,Long,2,4995.31,5021.99,2025-01-08 14:12:00,2025-01-08 16:32:00,-474.38,6.27
ES 03-25,SIM101,Short,1,5045.6,5038.2,2025-01-08 21:19:00,2025-01-08 23:15:00,570.35,8.36
ES 03-25,SIM101,Long,2,4961.51,4993.68,2025-01-09 07:56:00,2025-01-09 11:49:00,-345.74,6.27
NQ 03-25,SIM101,Short,3,4922.73,4940.8,2025-01-09 07:57:00,2025-01-09 11:18:00,45.95,4.18
ES 03-25,SIM101,Short,3,5042.54,4991.42,2025-01-09 13:55:00,2025-01-09 17:38:00,-475.62,4.18
ES 03-25,SIM101,Long,3,4989.19,5022.13,2025-01-09 15:43:00,2025-01-09 18:15:00,702.66,4.18
NQ 03-25,SIM101,Long,3,5100.56,5025.41,2025-01-10 13:12:00,2025-01-10 17:07:00,-159.5,4.18
CL 03-25,SIM101,Long,2,4934.66,5033.4,2025-01-10 13:35:00,2025-01-10 14:00:00,-40.85,6.27
GC 03-25,SIM101,Short,2,5002.88,5041.09,2025-01-10 14:55:00,2025-01-10 18:01:00,856.62,8.36
NQ 03-25,SIM101,Long,3,4977.0,5036.19,2025-01-10 19:11:00,2025-01-10 23:05:00,-406.75,4.18
NQ 03-25,SIM101,Long,3,5009.65,5064.84,2025-01-13 10:03:00,2025-01-13 11:31:00,-64.93,6.27
CL 03-25,SIM101,Short,2,4996.51,4928.64,2025-01-13 13:31:00,2025-01-13 16:54:00,34.87,6.27
NQ 03-25,SIM101,Long,3,4985.41,5026.48,2025-01-13 15:12:00,2025-01-13 18:40:00,-130.1,8.36
NQ 03-25,SIM101,Short,1,5063.7,5025.1,2025-01-13 21:21:00,2025-01-14 00:24:00,752.69,8.36
ES 03-25,SIM101,Long,2,5045.17,5032.54,2025-01-14 10:06:00,2025-01-14 13:57:00,92.57,2.09
NQ 03-25,SIM101,Short,2,5016.02,5004.71,2025-01-14 13:26:00,2025-01-14 15:59:00,403.85,8.36
ES 03-25,SIM101,Long,1,5027.91,4970.5,2025-01-14 13:49:00,2025-01-14 14:15:00,55.82,2.09
CL 03-25,SIM101,Long,1,5014.75,5010.27,2025-01-14 15:58:00,2025-01-14 18:09:00,735.09,2.09
GC 03-25,SIM101,Short,2,4927.65,5031.44,2025-01-15 03:26:00,2025-01-15 06:12:00,-270.5,8.36
GC 03-25,SIM101,Short,2,4965.7,5004.8,2025-01-15 03:38:00,2025-01-15 04:53:00,9.51,4.18
CL 03-25,SIM101,Short,1,5014.73,5043.71,2025-01-15 14:42:00,2025-01-15 16:32:00,692.11,4.18
GC 03-25,SIM101,Short,1,5008.77,5037.6,2025-01-15 21:01:00,2025-01-16 00:40:00,-254.68,8.36
CL 03-25,SIM101,Long,3,5072.34,4916.64,2025-01-16 09:08:00,2025-01-16 12:02:00,598.6,6.27
CL 03-25,SIM101,Short,2,4970.03,5093.99,2025-01-16 11:28:00,2025-01-16 12:28:00,-253.1,2.09
CL 03-25,SIM101,Long,2,4994.78,4957.17,2025-01-16 15:23:00,2025-01-16 17:59:00,112.63,4.18
ES 03-25,SIM101,Short,2,5002.55,5098.49,2025-01-16 19:46:00,2025-01-16 21:04:00,665.91,2.09
ES 03-25,SIM101,Short,2,5010.84,5031.71,2025-01-17 10:41:00,2025-01-17 12:52:00,-107.79,2.09
NQ 03-25,SIM101,Long,2,5052.29,4976.57,2025-01-17 11:09:00,2025-01-17 14:45:00,-92.38,4.18
ES 03-25,SIM101,Short,2,4965.42,5012.72,2025-01-17 19:27:00,2025-01-17 21:44:00,-240.28,8.36
CL 03-25,SIM101,Long,1,5043.69,4997.32,2025-01-17 21:11:00,2025-01-17 23:35:00,184.4,2.09
ES 03-25,SIM101,Short,3,5017.33,5024.8,2025-01-20 10:52:00,2025-01-20 13:01:00,591.02,8.36
NQ 03-25,SIM101,Short,3,4940.47,4944.01,2025-01-20 15:08:00,2025-01-20 15:42:00,-87.94,6.27
CL 03-25,SIM101,Long,3,4946.49,4987.85,2025-01-20 15:41:00,2025-01-20 16:27:00,408.77,6.27
ES 03-25,SIM101,Long,3,4996.58,4905.06,2025-01-20 19:26:00,2025-01-20 21:38:00,-108.21,8.36
ES 03-25,SIM101,Short,2,5074.32,4999.93,2025-01-21 03:08:00,2025-01-21 06:14:00,425.02,4.18
CL 03-25,SIM101,Long,3,5016.38,4979.77,2025-01-21 03:09:00,2025-01-21 06:50:00,-281.97,8.36
NQ 03-25,SIM101,Long,2,5026.06,4955.31,2025-01-21 13:01:00,2025-01-21 16:25:00,135.7,2.09
NQ 03-25,SIM101,Long,2,5014.35,4958.95,2025-01-21 14:13:00,2025-01-21 16:07:00,-126.83,6.27
ES 03-25,SIM101,Long,3,4951.13,4992.55,2025-01-22 03:08:00,2025-01-22 04:39:00,-403.45,8.36
CL 03-25,SIM101,Short,1,4973.97,4975.87,2025-01-22 15:02:00,2025-01-22 18:14:00,155.85,4.18
GC 03-25,SIM101,Short,3,4933.61,4993.04,2025-01-22 19:37:00,2025-01-22 22:52:00,-430.0,8.36
CL 03-25,SIM101,Short,2,5035.99,4979.19,2025-01-22 21:43:00,2025-01-23 00:11:00,-344.5,8.36
CL 03-25,SIM101,Long,1,4983.09,4976.75,2025-01-23 03:05:00,2025-01-23 04:17:00,-484.95,6.27
CL 03-25,SIM101,Long,2,5053.24,4973.36,2025-01-23 07:35:00,2025-01-23 09:58:00,-305.71,6.27
CL 03-25,SIM101,Long,2,4996.84,5042.56,2025-01-23 09:16:00,2025-01-23 11:51:00,392.15,6.27
CL 03-25,SIM101,Short,2,4939.93,4984.02,2025-01-23 10:37:00,2025-01-23 10:55:00,97.55,2.09
ES 03-25,SIM101,Short,3,4983.13,4999.05,2025-01-24 09:30:00,2025-01-24 09:46:00,538.4,2.09
GC 03-25,SIM101,Long,3,5042.35,5029.21,2025-01-24 13:02:00,2025-01-24 16:33:00,-67.23,6.27
GC 03-25,SIM101,Short,2,4987.19,5052.54,2025-01-24 13:26:00,2025-01-24 15:26:00,-476.06,2.09
GC 03-25,SIM101,Short,1,5003.4,4943.03,2025-01-24 21:05:00,2025-01-24 21:52:00,88.74,4.18
CL 03-25,SIM101,Short,2,4936.35,4985.85,2025-01-27 07:23:00,2025-01-27 09:43:00,-52.82,2.09
ES 03-25,SIM101,Short,2,4984.6,4961.37,2025-01-27 14:02:00,2025-01-27 17:33:00,448.08,8.36
ES 03-25,SIM101,Short,3,5031.34,5007.13,2025-01-27 14:16:00,2025-01-27 16:46:00,256.16,4.18
CL 03-25,SIM101,Short,3,4996.15,5006.8,2025-01-27 21:24:00,2025-01-28 00:33:00,-227.31,4.18
NQ 03-25,SIM101,Short,2,5009.28,4932.8,2025-01-28 09:02:00,2025-01-28 11:28:00,651.84,4.18
GC 03-25,SIM101,Long,3,5011.9,4959.38,2025-01-28 11:54:00,2025-01-28 13:37:00,-122.87,6.27
NQ 03-25,SIM101,Long,3,4967.58,4967.76,2025-01-28 15:06:00,2025-01-28 16:57:00,-212.4,6.27
GC 03-25,SIM101,Long,3,5003.01,5036.26,2025-01-28 19:26:00,2025-01-28 20:15:00,-141.92,8.36
CL 03-25,SIM101,Long,1,4997.19,4914.29,2025-01-29 03:10:00,2025-01-29 05:08:00,-154.98,2.09
GC 03-25,SIM101,Long,1,4971.8,5021.0,2025-01-29 07:31:00,2025-01-29 10:28:00,-230.17,6.27
ES 03-25,SIM101,Long,3,5073.68,5000.88,2025-01-29 15:42:00,2025-01-29 19:33:00,-506.57,6.27
NQ 03-25,SIM101,Short,3,5067.74,4975.96,2025-01-29 19:18:00,2025-01-29 20:52:00,77.66,8.36
GC 03-25,SIM101,Short,2,5056.3,5006.03,2025-01-30 03:23:00,2025-01-30 04:59:00,-505.24,6.27
CL 03-25,SIM101,Short,2,4998.03,4971.29,2025-01-30 10:33:00,2025-01-30 12:42:00,56.04,4.18
CL 03-25,SIM101,Long,3,4937.22,5076.67,2025-01-30 15:08:00,2025-01-30 17:02:00,785.62,2.09
CL 03-25,SIM101,Long,3,5032.86,5003.35,2025-01-30 15:32:00,2025-01-30 18:52:00,-275.91,6.27
CL 03-25,SIM101,Short,3,4973.17,4980.38,2025-01-31 07:47:00,2025-01-31 09:06:00,-205.78,6.27
GC 03-25,SIM101,Long,1,5033.61,5044.59,2025-01-31 10:59:00,2025-01-31 14:46:00,68.07,4.18
GC 03-25,SIM101,Short,2,4985.03,5002.91,2025-01-31 15:49:00,2025-01-31 18:46:00,11.42,2.09
NQ 03-25,SIM101,Long,3,4972.18,4965.69,2025-01-31 21:21:00,2025-01-31 23:05:00,450.49,4.18
NQ 03-25,SIM101,Long,2,4922.58,4990.82,2025-02-03 15:32:00,2025-02-03 16:33:00,248.3,8.36
CL 03-25,SIM101,Short,2,5013.68,5016.23,2025-02-03 15:33:00,2025-02-03 16:37:00,111.37,8.36
NQ 03-25,SIM101,Long,3,5025.43,5003.23,2025-02-03 19:04:00,2025-02-03 19:18:00,-272.45,2.09
ES 03-25,SIM101,Long,2,5027.84,5010.25,2025-02-03 21:27:00,2025-02-04 00:56:00,-950.81,4.18
NQ 03-25,SIM101,Short,3,5039.86,5010.73,2025-02-04 03:52:00,2025-02-04 05:10:00,-141.69,2.09
GC 03-25,SIM101,Short,1,4932.54,5028.54,2025-02-04 09:06:00,2025-02-04 12:13:00,237.77,6.27
NQ 03-25,SIM101,Short,3,5007.75,4997.82,2025-02-04 14:03:00,2025-02-04 14:16:00,-582.33,2.09
CL 03-25,SIM101,Short,2,5037.85,5073.98,2025-02-04 14:47:00,2025-02-04 16:07:00,148.35,4.18
NQ 03-25,SIM101,Long,2,5045.48,5023.68,2025-02-05 03:06:00,2025-02-05 04:50:00,-243.88,4.18
NQ 03-25,SIM101,Long,2,4934.77,5049.44,2025-02-05 10:15:00,2025-02-05 11:59:00,620.89,4.18
GC 03-25,SIM101,Short,1,5012.82,5001.82,2025-02-05 11:41:00,2025-02-05 13:12:00,744.99,8.36
ES 03-25,SIM101,Short,1,5045.05,4974.08,2025-02-05 21:56:00,2025-02-05 23:03:00,180.75,4.18
ES 03-25,SIM101,Long,1,5029.72,4998.9,2025-02-06 11:00:00,2025-02-06 14:58:00,-615.9,2.09
NQ 03-25,SIM101,Short,2,4964.3,5007.87,2025-02-06 14:08:00,2025-02-06 14:58:00,-413.99,2.09
GC 03-25,SIM101,Short,3,5040.33,4978.69,2025-02-06 19:20:00,2025-02-06 19:35:00,800.36,2.09
ES 03-25,SIM101,Short,3,5013.26,4883.89,2025-02-06 21:51:00,2025-02-06 22:47:00,-239.53,8.36
GC 03-25,SIM101,Long,1,5061.59,4977.95,2025-02-07 09:27:00,2025-02-07 09:57:00,416.92,8.36
ES 03-25,SIM101,Long,1,4973.4,5046.33,2025-02-07 10:00:00,2025-02-07 11:57:00,259.19,4.18
GC 03-25,SIM101,Long,1,5008.28,5063.24,2025-02-07 19:28:00,2025-02-07 23:07:00,-270.33,4.18
CL 03-25,SIM101,Long,1,5002.79,5060.26,2025-02-07 21:31:00,2025-02-07 22:05:00,81.84,6.27
CL 03-25,SIM101,Short,2,5030.08,4985.87,2025-02-10 13:24:00,2025-02-10 17:10:00,-150.55,8.36
CL 03-25,SIM101,Short,2,4943.21,4985.28,2025-02-10 14:07:00,2025-02-10 14:16:00,123.84,6.27
NQ 03-25,SIM101,Short,3,4998.35,5069.11,2025-02-10 15:24:00,2025-02-10 17:20:00,417.87,8.36
NQ 03-25,SIM101,Long,3,4947.49,5029.37,2025-02-10 21:41:00,2025-02-10 22:33:00,195.4,2.09
NQ 03-25,SIM101,Long,2,4992.43,4953.4,2025-02-11 03:48:00,2025-02-11 05:20:00,504.15,8.36
ES 03-25,SIM101,Long,1,4977.49,4956.42,2025-02-11 07:02:00,2025-02-11 09:01:00,1062.98,6.27
GC 03-25,SIM101,Short,1,4998.8,4963.91,2025-02-11 09:01:00,2025-02-11 09:27:00,658.65,4.18
NQ 03-25,SIM101,Long,3,5034.0,4976.04,2025-02-11 13:01:00,2025-02-11 15:03:00,-224.5,8.36
CL 03-25,SIM101,Short,1,5016.16,4903.85,2025-02-12 09:36:00,2025-02-12 10:54:00,157.13,8.36
NQ 03-25,SIM101,Short,1,5021.18,4969.05,2025-02-12 11:34:00,2025-02-12 14:10:00,-343.93,2.09
ES 03-25,SIM101,Short,3,5018.85,4974.91,2025-02-12 13:40:00,2025-02-12 15:36:00,-97.63,4.18
CL 03-25,SIM101,Short,2,4995.75,5026.27,2025-02-12 14:21:00,2025-02-12 16:17:00,-294.63,6.27
GC 03-25,SIM101,Short,2,4974.84,4987.46,2025-02-13 03:00:00,2025-02-13 06:47:00,-265.35,8.36
GC 03-25,SIM101,Long,1,5014.37,4930.68,2025-02-13 09:15:00,2025-02-13 11:54:00,446.87,4.18
CL 03-25,SIM101,Long,3,4928.72,5013.68,2025-02-13 10:15:00,2025-02-13 10:31:00,11.16,2.09
GC 03-25,SIM101,Short,1,5009.83,5037.53,2025-02-13 21:30:00,2025-02-13 22:56:00,19.86,8.36
ES 03-25,SIM101,Long,1,4979.32,5070.14,2025-02-14 07:00:00,2025-02-14 10:21:00,-238.23,2.09
NQ 03-25,SIM101,Long,2,4970.59,5039.16,2025-02-14 07:23:00,2025-02-14 11:04:00,-67.5,6.27
ES 03-25,SIM101,Long,1,5003.51,5035.49,2025-02-14 10:42:00,2025-02-14 12:34:00,-72.11,6.27
CL 03-25,SIM101,Long,2,5004.38,5069.94,2025-02-14 15:50:00,2025-02-14 18:29:00,-384.22,2.09
GC 03-25,SIM101,Long,3,4955.6,4951.03,2025-02-17 09:50:00,2025-02-17 11:25:00,79.07,6.27
NQ 03-25,SIM101,Long,1,4999.44,5072.25,2025-02-17 14:03:00,2025-02-17 17:25:00,316.47,4.18
NQ 03-25,SIM101,Long,1,5022.38,5075.3,2025-02-17 14:17:00,2025-02-17 14:33:00,162.08,2.09
NQ 03-25,SIM101,Long,2,4971.18,4971.33,2025-02-17 19:46:00,2025-02-17 21:00:00,372.66,2.09
NQ 03-25,SIM101,Short,2,5029.17,5046.48,2025-02-18 09:01:00,2025-02-18 09:31:00,504.78,4.18
GC 03-25,SIM101,Short,3,4941.41,4946.07,2025-02-18 09:06:00,2025-02-18 09:52:00,408.18,8.36
CL 03-25,SIM101,Short,2,4964.87,5117.98,2025-02-18 14:30:00,2025-02-18 18:26:00,130.07,8.36
NQ 03-25,SIM101,Short,3,5028.98,5035.95,2025-02-18 15:43:00,2025-02-18 16:21:00,149.73,4.18
CL 03-25,SIM101,Long,2,4989.07,5001.25,2025-02-19 10:08:00,2025-02-19 11:21:00,-83.41,8.36
NQ 03-25,SIM101,Long,1,4977.33,4964.27,2025-02-19 15:21:00,2025-02-19 16:20:00,-255.92,6.27
NQ 03-25,SIM101,Short,1,5020.34,5006.32,2025-02-19 19:12:00,2025-02-19 22:05:00,92.21,8.36
NQ 03-25,SIM101,Long,1,5030.23,5031.85,2025-02-19 21:12:00,2025-02-19 21:30:00,134.48,8.36
CL 03-25,SIM101,Long,2,4997.86,5003.19,2025-02-20 09:05:00,2025-02-20 11:47:00,1640.08,6.27
NQ 03-25,SIM101,Short,3,5014.82,5046.51,2025-02-20 09:19:00,2025-02-20 11:04:00,146.68,4.18
CL 03-25,SIM101,Long,1,5002.73,5015.4,2025-02-20 10:33:00,2025-02-20 10:40:00,301.47,4.18
CL 03-25,SIM101,Short,1,4977.18,4980.42,2025-02-20 13:39:00,2025-02-20 17:03:00,-142.01,2.09
GC 03-25,SIM101,Long,3,5010.47,5044.01,2025-02-21 03:32:00,2025-02-21 05:43:00,165.25,8.36
GC 03-25,SIM101,Short,2,4989.09,5127.56,2025-02-21 07:40:00,2025-02-21 10:26:00,-33.79,8.36
ES 03-25,SIM101,Long,2,4915.64,4917.21,2025-02-21 09:53:00,2025-02-21 13:34:00,767.43,6.27
CL 03-25,SIM101,Short,3,4978.83,5004.58,2025-02-21 21:05:00,2025-02-21 21:29:00,-190.25,8.36
NQ 03-25,SIM101,Long,3,5020.33,5042.66,2025-02-24 09:06:00,2025-02-24 09:44:00,372.1,4.18
ES 03-25,SIM101,Long,1,5001.32,4977.03,2025-02-24 14:46:00,2025-02-24 15:11:00,-29.12,6.27
GC 03-25,SIM101,Long,2,4998.47,4958.81,2025-02-24 19:19:00,2025-02-24 20:35:00,-130.79,4.18
GC 03-25,SIM101,Long,2,4974.29,4972.0,2025-02-24 21:03:00,2025-02-24 21:17:00,-46.8,6.27
ES 03-25,SIM101,Long,1,4937.61,5007.62,2025-02-25 14:28:00,2025-02-25 18:02:00,-516.65,4.18
GC 03-25,SIM101,Short,1,4959.06,4958.22,2025-02-25 14:35:00,2025-02-25 16:11:00,740.47,2.09
NQ 03-25,SIM101,Short,1,4944.2,4928.95,2025-02-25 19:41:00,2025-02-25 21:49:00,-63.41,8.36
ES 03-25,SIM101,Long,3,4936.78,4943.7,2025-02-25 21:41:00,2025-02-25 23:25:00,160.2,2.09
GC 03-25,SIM101,Long,1,5018.0,5009.28,2025-02-26 13:09:00,2025-02-26 16:54:00,692.97,8.36
ES 03-25,SIM101,Short,2,4979.62,4992.81,2025-02-26 15:52:00,2025-02-26 17:32:00,-79.94,2.09
GC 03-25,SIM101,Long,3,4949.01,5038.6,2025-02-26 19:31:00,2025-02-26 20:55:00,-213.93,4.18
ES 03-25,SIM101,Long,1,5018.14,5004.83,2025-02-26 21:12:00,2025-02-27 00:52:00,-179.49,4.18
NQ 03-25,SIM101,Short,3,5031.15,4952.86,2025-02-27 03:20:00,2025-02-27 04:55:00,183.84,8.36
GC 03-25,SIM101,Long,2,4938.78,4971.12,2025-02-27 03:33:00,2025-02-27 06:06:00,-407.55,4.18
CL 03-25,SIM101,Short,1,5025.78,4965.55,2025-02-27 07:46:00,2025-02-27 09:02:00,-204.9,4.18
CL 03-25,SIM101,Long,1,4947.97,5032.6,2025-02-27 19:49:00,2025-02-27 23:33:00,-107.1,2.09
ES 03-25,SIM101,Short,1,5102.48,4995.64,2025-02-28 03:32:00,2025-02-28 05:38:00,-104.67,2.09
ES 03-25,SIM101,Long,1,5012.58,4991.62,2025-02-28 07:03:00,2025-02-28 10:36:00,-91.15,4.18
NQ 03-25,SIM101,Long,3,4917.6,5011.68,2025-02-28 07:54:00,2025-02-28 09:07:00,-619.16,4.18
GC 03-25,SIM101,Long,3,5046.14,5022.04,2025-02-28 10:57:00,2025-02-28 14:11:00,34.88,8.36
ES 03-25,SIM101,Short,2,4959.15,4970.59,2025-03-03 09:06:00,2025-03-03 10:38:00,76.24,2.09
ES 03-25,SIM101,Short,3,5017.37,4941.99,2025-03-03 09:27:00,2025-03-03 09:39:00,1119.76,6.27
ES 03-25,SIM101,Long,1,5069.0,4995.36,2025-03-03 10:42:00,2025-03-03 14:15:00,-73.4,6.27
ES 03-25,SIM101,Long,3,5038.31,4980.9,2025-03-03 21:29:00,2025-03-04 01:13:00,-52.49,2.09
NQ 03-25,SIM101,Short,1,4934.15,5014.1,2025-03-04 07:19:00,2025-03-04 09:14:00,177.17,6.27
GC 03-25,SIM101,Long,1,5004.44,4945.09,2025-03-04 07:58:00,2025-03-04 09:59:00,-85.36,6.27
CL 03-25,SIM101,Long,2,4973.91,5055.73,2025-03-04 13:06:00,2025-03-04 15:43:00,-731.08,8.36
NQ 03-25,SIM101,Long,2,5009.19,4995.24,2025-03-04 13:51:00,2025-03-04 17:39:00,-503.83,6.27
NQ 03-25,SIM101,Short,3,4986.31,5051.67,2025-03-05 03:32:00,2025-03-05 04:02:00,263.06,4.18
GC 03-25,SIM101,Long,2,4994.09,5020.84,2025-03-05 03:56:00,2025-03-05 05:05:00,444.59,6.27
ES 03-25,SIM101,Long,1,5061.97,4995.29,2025-03-05 13:19:00,2025-03-05 13:30:00,264.21,6.27
CL 03-25,SIM101,Long,3,4974.23,4962.62,2025-03-05 15:13:00,2025-03-05 17:09:00,492.5,4.18
NQ 03-25,SIM101,Long,3,5048.89,4993.33,2025-03-06 07:31:00,2025-03-06 09:50:00,627.2,2.09
CL 03-25,SIM101,Long,3,4960.59,4964.51,2025-03-06 07:46:00,2025-03-06 10:31:00,29.65,8.36
GC 03-25,SIM101,Long,3,4990.77,5067.88,2025-03-06 10:32:00,2025-03-06 12:20:00,212.98,2.09
GC 03-25,SIM101,Long,2,4938.81,4967.55,2025-03-06 11:50:00,2025-03-06 12:53:00,133.83,8.36
ES 03-25,SIM101,Short,2,5046.3,5001.85,2025-03-07 14:18:00,2025-03-07 17:41:00,-213.74,2.09
NQ 03-25,SIM101,Short,2,5002.86,4968.68,2025-03-07 15:20:00,2025-03-07 17:21:00,614.83,4.18
CL 03-25,SIM101,Long,3,4944.53,4974.72,2025-03-07 15:24:00,2025-03-07 18:24:00,141.39,2.09
CL 03-25,SIM101,Long,3,5004.12,5006.69,2025-03-07 19:25:00,2025-03-07 20:38:00,447.25,6.27
ES 03-25,SIM101,Short,2,4983.35,5084.6,2025-03-10 03:05:00,2025-03-10 04:51:00,-129.55,6.27
CL 03-25,SIM101,Long,2,4980.9,4954.14,2025-03-10 03:05:00,2025-03-10 06:26:00,-450.07,4.18
GC 03-25,SIM101,Long,1,4977.46,5003.21,2025-03-10 10:11:00,2025-03-10 11:09:00,191.65,6.27
GC 03-25,SIM101,Short,2,5025.18,5043.8,2025-03-10 14:43:00,2025-03-10 15:48:00,-378.43,4.18
NQ 03-25,SIM101,Long,3,4972.96,5000.66,2025-03-11 07:48:00,2025-03-11 11:29:00,280.51,4.18
ES 03-25,SIM101,Long,1,5040.51,4981.09,2025-03-11 11:33:00,2025-03-11 14:18:00,-276.02,8.36
CL 03-25,SIM101,Long,2,5024.47,5115.87,2025-03-11 14:57:00,2025-03-11 18:13:00,-296.48,8.36
NQ 03-25,SIM101,Long,3,5038.05,5014.92,2025-03-11 15:05:00,2025-03-11 16:42:00,270.93,4.18
CL 03-25,SIM101,Long,2,5044.36,4976.31,2025-03-12 07:16:00,2025-03-12 09:37:00,-420.68,4.18
ES 03-25,SIM101,Short,2,5017.79,4933.54,2025-03-12 09:41:00,2025-03-12 10:04:00,405.62,2.09
NQ 03-25,SIM101,Short,3,4971.62,4962.26,2025-03-12 11:21:00,2025-03-12 11:23:00,265.86,2.09
GC 03-25,SIM101,Short,3,5035.78,4976.86,2025-03-12 11:33:00,2025-03-12 14:31:00,382.29,8.36
NQ 03-25,SIM101,Short,2,4942.92,5039.14,2025-03-13 07:27:00,2025-03-13 09:27:00,286.76,2.09
GC 03-25,SIM101,Long,1,4972.94,5001.4,2025-03-13 09:33:00,2025-03-13 11:52:00,-1020.0,8.36
CL 03-25,SIM101,Long,1,5045.85,4967.87,2025-03-13 09:47:00,2025-03-13 10:13:00,382.84,8.36
ES 03-25,SIM101,Long,1,4927.67,5069.19,2025-03-13 14:50:00,2025-03-13 15:31:00,374.65,8.36
CL 03-25,SIM101,Long,2,4964.56,5046.2,2025-03-14 03:21:00,2025-03-14 04:00:00,776.17,6.27
ES 03-25,SIM101,Long,3,4946.51,4983.54,2025-03-14 10:15:00,2025-03-14 12:58:00,404.16,4.18
GC 03-25,SIM101,Long,2,5014.95,5036.53,2025-03-14 10:46:00,2025-03-14 11:28:00,414.62,2.09
NQ 03-25,SIM101,Long,2,4958.86,5001.99,2025-03-14 13:52:00,2025-03-14 16:39:00,358.99,6.27
GC 03-25,SIM101,Short,1,5007.78,4979.3,2025-03-17 07:51:00,2025-03-17 11:17:00,-220.97,8.36
CL 03-25,SIM101,Long,3,5001.76,4957.37,2025-03-17 15:24:00,2025-03-17 16:04:00,-81.98,2.09
GC 03-25,SIM101,Long,1,5079.17,4991.63,2025-03-17 15:48:00,2025-03-17 16:47:00,-30.98,6.27
GC 03-25,SIM101,Long,1,5083.83,5004.4,2025-03-17 21:18:00,2025-03-17 21:21:00,82.85,8.36
CL 03-25,SIM101,Long,2,4966.69,5012.65,2025-03-18 14:44:00,2025-03-18 17:54:00,-269.53,4.18
ES 03-25,SIM101,Long,1,4973.13,5007.15,2025-03-18 15:45:00,2025-03-18 18:23:00,-62.14,4.18
CL 03-25,SIM101,Short,3,4997.64,5042.32,2025-03-18 19:04:00,2025-03-18 22:30:00,247.77,6.27
CL 03-25,SIM101,Short,2,4984.93,5060.62,2025-03-18 21:14:00,2025-03-19 00:10:00,-407.29,2.09
GC 03-25,SIM101,Short,2,4986.34,4999.17,2025-03-19 10:04:00,2025-03-19 12:17:00,792.39,6.27
NQ 03-25,SIM101,Short,2,4993.64,5027.09,2025-03-19 10:32:00,2025-03-19 13:18:00,-159.46,6.27
CL 03-25,SIM101,Long,3,5036.39,5050.99,2025-03-19 11:44:00,2025-03-19 13:05:00,199.16,8.36
GC 03-25,SIM101,Long,2,5054.9,4990.34,2025-03-19 15:13:00,2025-03-19 16:33:00,-373.24,2.09
ES 03-25,SIM101,Long,3,4943.41,4971.95,2025-03-20 09:20:00,2025-03-20 10:57:00,515.15,6.27
NQ 03-25,SIM101,Short,1,5023.78,4917.54,2025-03-20 11:05:00,2025-03-20 13:01:00,143.75,6.27
NQ 03-25,SIM101,Long,2,5005.91,4990.32,2025-03-20 14:08:00,2025-03-20 15:01:00,-78.18,4.18
GC 03-25,SIM101,Long,3,4960.44,4913.95,2025-03-20 21:55:00,2025-03-21 00:51:00,-693.61,2.09
GC 03-25,SIM101,Short,3,4997.74,4959.78,2025-03-21 03:52:00,2025-03-21 05:42:00,-338.31,6.27
